NHIAREGION,NHIADISTRICT,FACILITYNAME,FACILITYTYPE,OWNERSHIP,INSURANCE,DEPOSITDATE,APPLICATIONCATEGORY,STATUS,RECNUMBER,APPLICATIONDATE,END_DATE
EASTERN,SUHUM KRABOA COALTAR,KWAHYIA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/15/2022,New Application,Payment Submitted - Pending Verification,ERSKC-0210-2022-194,8/24/2022,
EASTERN,AFRAM PLAINS HIS,27TH PHARMACEUTICAL LTD,Pharmacy,Private,Both,9/15/2022,New Application,Payment Submitted - Pending Verification,ERAFP-0211-2022-203,9/15/2022,
UP_EAST,GARU,YIZIDUGU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/16/2022,Renewal,Payment Submitted - Pending Verification,UEGAR-0410-2022-062,9/16/2022,5/1/2022
CENTRAL,AWUTU,MARGO MEDICAL CENTER,Clinic,Private,National Health Insurance Scheme (NHIS) Only,9/16/2022,Renewal,Payment Submitted - Pending Verification,CRAES-0406-2022-084,7/6/2022,11/30/2022
CENTRAL,AGONA,ANGELINA  MEMORIAL  CLINIC,Clinic,Private,Both,9/16/2022,New Application,Payment Submitted - Pending Verification,CRAGN-0206-2022-128,9/15/2022,
UP_EAST,GARU,FARFAR CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/16/2022,Renewal,Payment Submitted - Pending Verification,UEGAR-0410-2022-061,9/16/2022,10/31/2022
GT.ACCRA,ABLEKUMA MHIS,PPAG FAMILY HEALTHCARE CLINIC,Clinic,Private,National Health Insurance Scheme (NHIS) Only,9/16/2022,Renewal,Payment Submitted - Pending Verification,GAABK-0406-2022-216,8/26/2022,5/31/2022
ASHANTI,ASANTE AKIM SOUTH DMHIS,ROSE MATERNITY HOME (ST ROSES MATERNITY HOME),Maternity home,Private,National Health Insurance Scheme (NHIS) Only,9/16/2022,Renewal,Payment Submitted - Pending Verification,ARAKS-0405-2022-178,9/15/2022,8/31/2022
EASTERN,OKWAHUMAN WEST,AGYAKWA HOSPITAL LIMITED,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,9/16/2022,Renewal,Pending Review,EROKW-0403-2022-207,9/16/2022,8/31/2022
GT.ACCRA,OKAIKOI,NK- SALEM MEDICAL CENTRE LIMITED,Clinic,Private,Both,9/16/2022,Upgrade,Payment Submitted - Pending Verification,GAOKA-0506-2022-228,9/16/2022,5/31/2026
AHAFO,ASUNAFO NORTH,LIFE SAVERS HOSPITAL,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,9/16/2022,Upgrade,Payment Submitted - Pending Verification,AFASN-0503-2022-020,9/16/2022,5/31/2025
ASHANTI,OBUASI MUNICIPAL HIS,JESUS CARES DIAGNOSTIC CENTRE,Ultrasound Centre,Private,National Health Insurance Scheme (NHIS) Only,9/16/2022,Renewal,Payment Submitted - Pending Verification,AROBM-0413-2022-179,9/16/2022,11/30/2022
EASTERN,FANTEAKWA DMHIS,DEDESO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/19/2022,Renewal,Payment Submitted - Pending Verification,ERFTK-0410-2022-181,8/8/2022,9/30/2022
BONO_EAST,ATEBUBU,OIL MILLS HEALTH CENTER,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/19/2022,New Application,Payment Submitted - Pending Verification,BEATB-0204-2022-055,9/16/2022,
ASHANTI,AMANSIE EAST DMHIS,"AHMADIYYA MUSLIM HOSPITAL, KOKOFU",Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,9/19/2022,Renewal,Payment Submitted - Pending Verification,ARAME-0403-2022-180,9/16/2022,9/30/2022
EASTERN,FANTEAKWA DMHIS,ABOURSO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/19/2022,Renewal,Payment Submitted - Pending Verification,ERFTK-0410-2022-180,8/8/2022,12/1/2021
CENTRAL,MFANTSIMAN,BAOBAB MEDICAL CENTRE,Health Center,Quasi-public,National Health Insurance Scheme (NHIS) Only,9/20/2022,Upgrade,Payment Submitted - Pending Verification,CRMFM-0504-2022-122,9/8/2022,9/30/2022
EASTERN,AKUAPEM NORTH,TUTU CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/20/2022,Renewal,Payment Submitted - Pending Verification,ERAKN-0410-2022-200,9/8/2022,11/30/2022
ASHANTI,OFFINSOMAN,TRUE LIGHT HOSPITAL ,Clinic,Private,Both,9/20/2022,New Application,Payment Submitted - Pending Verification,AROSM-0206-2022-185,9/20/2022,
WESTERN,AMENFIMAN MHIS,ADJAKAA MANSO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/20/2022,Renewal,Payment Submitted - Pending Verification,WRAMF-0404-2022-126,9/19/2022,12/1/2022
NORTHERN,TAMALE METRO,GINAPHARMA LIMITED   24HRS TAMALE,Pharmacy,Private,National Health Insurance Scheme (NHIS) Only,9/20/2022,New Application,In Assessment,NRTAM-0211-2022-084,9/16/2022,
WESTERN,AMENFIMAN MHIS,BONUAMA POLYCLINIC ,Polyclinic,Public,National Health Insurance Scheme (NHIS) Only,9/20/2022,Renewal,Payment Submitted - Pending Verification,WRAMF-0419-2022-121,9/8/2022,11/30/2022
GT.ACCRA,MADINA MHIS,FOCOS ORTHOPAEDIC HOSPITAL (PHIS ONLY),Primary Care Hospital,Private,Private Health Insurance Scheme (PHIS) Only,9/20/2022,Renewal,Payment Submitted - Pending Verification,GAMAD-0403-2022-224,9/8/2022,11/30/2022
WESTERN,WASSA AMENFI EAST,SEDEM MEDICAL CENTER,Maternity home,Private,Both,9/20/2022,New Application,Payment Submitted - Pending Verification,WRAHE-0205-2022-125,9/15/2022,
ASHANTI,AMANSIE EAST DMHIS,TITAN CHEMIST LIMITED,Pharmacy,Private,National Health Insurance Scheme (NHIS) Only,9/20/2022,Renewal,Payment Submitted - Pending Verification,ARAME-0411-2022-181,9/17/2022,1/31/2024
NORTHERN,NANUMBA NORTH DMHIS,DAKPAM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,Renewal,Payment Submitted - Pending Verification,NRNBN-0410-2022-031,5/11/2022,4/1/2022
NORTHERN,NANUMBA NORTH DMHIS,SABONJIDA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,Renewal,Payment Submitted - Pending Verification,NRNBN-0410-2022-033,5/11/2022,4/1/2022
NORTHERN,NANUMBA NORTH DMHIS,LANJA HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,Renewal,Payment Submitted - Pending Verification,NRNBN-0404-2022-081,9/7/2022,5/31/2022
NORTHERN,NANUMBA NORTH DMHIS,BAKPABA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,Upgrade,Payment Submitted - Pending Verification,NRNBN-0510-2022-083,9/7/2022,5/31/2023
UP_EAST,KASENA-NANKANA DMHIS,NABANGO CHPS COMPOUND.,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,Renewal,Payment Submitted - Pending Verification,UEKSN-0410-2022-045,8/10/2022,6/30/2022
WESTERN,AMENFIMAN MHIS,ANAKUM HEALTH CENTRE ,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,Renewal,Payment Submitted - Pending Verification,WRAMF-0404-2022-120,9/4/2022,11/30/2022
NORTHERN,NANUMBA NORTH DMHIS,JUO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,Renewal,Payment Submitted - Pending Verification,NRNBN-0410-2022-032,5/11/2022,5/31/2022
ASHANTI,AMANSIE EAST DMHIS,ST MARY'S CLINIC,CHPS Compound,Mission,National Health Insurance Scheme (NHIS) Only,9/21/2022,Renewal,Payment Submitted - Pending Verification,ARAME-0410-2022-182,9/17/2022,11/30/2022
GT.ACCRA,DANGME WEST,DAWA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,Renewal,Payment Submitted - Pending Verification,GADGW-0410-2022-229,9/19/2022,7/31/2022
NORTHERN,NANUMBA NORTH DMHIS,JUANAYILI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,Upgrade,Payment Submitted - Pending Verification,NRNBN-0510-2022-085,9/20/2022,5/31/2023
UP_EAST,KASENA-NANKANA DMHIS,GONUM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,Upgrade,Payment Submitted - Pending Verification,UEKSN-0510-2022-053,9/2/2022,6/30/2024
UP_EAST,KASENA-NANKANA DMHIS,CHANIA,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/21/2022,New Application,Payment Submitted - Pending Verification,UEKSN-0210-2022-047,8/11/2022,
WESTERN,NZEMA EAST,GWIRA BANSO HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/22/2022,Renewal,Payment Submitted - Pending Verification,WRNZE-0410-2022-119,9/4/2022,1/1/2023
NORTHERN,NANUMBA NORTH DMHIS,MAKAYILI HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/22/2022,Renewal,Payment Submitted - Pending Verification,NRNBN-0404-2022-082,9/7/2022,11/30/2022
CENTRAL,OGUAMAN,ANDO CHILDREN'S CLINIC,CHPS Compound,Quasi-public,National Health Insurance Scheme (NHIS) Only,9/22/2022,Renewal,Payment Submitted - Pending Verification,CRCCM-0410-2022-130,9/16/2022,11/30/2023
BONO_EAST,SENE,PREMUASE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/22/2022,Renewal,Payment Submitted - Pending Verification,BESNE-0410-2022-053,9/8/2022,1/1/2023
GT.ACCRA,TEMA MMHIS,SINEL SPECIALIST HOSPITAL (PHIS ONLY),Primary Care Hospital,Private,Private Health Insurance Scheme (PHIS) Only,9/22/2022,Renewal,Payment Submitted - Pending Verification,GATMM-0403-2022-171,7/5/2022,12/31/2022
GT.ACCRA,ADENTA,STAYWELL HEALTHCARE DIAGNOSTIC,Clinic with a specialist,Private,Private Health Insurance Scheme (PHIS) Only,9/22/2022,New Application,Payment Submitted - Pending Verification,GAADO-0215-2022-230,9/19/2022,
NORTHERN,NANUMBA NORTH DMHIS,TAALI,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/22/2022,Upgrade,Payment Submitted - Pending Verification,NRNBN-0510-2022-088,9/21/2022,11/30/2026
EASTERN,BIRIM SOUTH,RAILWAY STATION CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/23/2022,New Application,Payment Submitted - Pending Verification,ERBRS-0210-2022-204,9/15/2022,
WESTERN,ELEMBELLE,EWEREKO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/23/2022,New Application,Payment Submitted - Pending Verification,WRELO-0210-2022-122,9/9/2022,
EASTERN,BIRIM SOUTH,AKENKENSU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/23/2022,Upgrade,Payment Submitted - Pending Verification,ERBRS-0510-2022-205,9/15/2022,12/1/2023
EASTERN,AFRAM PLAINS HIS,ASASEBOMA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/24/2022,New Application,Payment Submitted - Pending Verification,ERAFP-0210-2021-016,1/18/2021,
EASTERN,AFRAM PLAINS HIS,AHIATROGA,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/24/2022,New Application,Payment Submitted - Pending Verification,ERAFP-0210-2021-036,2/4/2021,
EASTERN,AFRAM PLAINS HIS,KWASI KUMAH CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/24/2022,New Application,Payment Submitted - Pending Verification,ERAFP-0210-2021-035,2/4/2021,
EASTERN,AFRAM PLAINS HIS,KORANTENG KRACHIE ,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/24/2022,Renewal,Payment Submitted - Pending Verification,ERAFP-0410-2022-134,6/27/2022,5/31/2022
EASTERN,AFRAM PLAINS HIS,FOSU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/24/2022,Renewal,Payment Submitted - Pending Verification,ERAFP-0410-2022-138,6/27/2022,11/30/2022
EASTERN,AFRAM PLAINS HIS,AGYATA CHPS ZONE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/24/2022,Renewal,Payment Submitted - Pending Verification,ERAFP-0410-2022-137,6/27/2022,11/30/2022
EASTERN,AFRAM PLAINS HIS,KWAME DWAMENA  ,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/24/2022,Renewal,Payment Submitted - Pending Verification,ERAFP-0410-2022-139,6/27/2022,11/30/2022
UP_WEST,NADOWLI MHIS,CHARIKPONG HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/26/2022,Renewal,On Hold,UWNAD-0410-2022-062,8/15/2022,10/31/2022
ASHANTI,ATWIMA NWABIAGYA,AFARI COMMUNITY HOSPITAL LIMITED,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,9/26/2022,Renewal,Payment Submitted - Pending Verification,ARATN-0403-2022-183,9/19/2022,11/30/2022
UP_WEST,NADOWLI MHIS,KALSAGRA HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/26/2022,Renewal,Payment Submitted - Pending Verification,UWNAD-0410-2022-055,7/27/2022,5/31/2022
CENTRAL,UPPER DENKYIRA,"ASIKUMA CHPS COMPOUND,",CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/26/2022,Renewal,Payment Submitted - Pending Verification,CRUPD-0410-2022-129,9/16/2022,12/1/2021
ASHANTI,ASOKWA SUB-METRO,QUEEN VICTORIA MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,9/26/2022,Renewal,Payment Submitted - Pending Verification,ARASM-0405-2022-186,9/23/2022,11/30/2022
UP_EAST,BUILSA DMHIS,CHUCHULIGA HEALTH CENTER,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/26/2022,Renewal,Payment Submitted - Pending Verification,UEBUI-0404-2022-060,9/12/2022,12/1/2021
UP_EAST,BUILSA DMHIS,KADEMA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/26/2022,Renewal,Payment Submitted - Pending Verification,UEBUI-0410-2022-059,9/12/2022,11/30/2021
ASHANTI,ATWIMA MPONOA,SAAKROM  HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Upgrade,Payment Submitted - Pending Verification,ARATM-0504-2022-145,8/12/2022,11/30/2022
ASHANTI,ATWIMA MPONOA,SRESO TINPOM HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Renewal,Payment Submitted - Pending Verification,ARATM-0404-2022-146,8/12/2022,11/30/2022
CENTRAL,AAK,KWADOEGYA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Renewal,Payment Submitted - Pending Verification,CRAAK-0410-2022-124,9/13/2022,11/30/2022
ASHANTI,ATWIMA MPONOA,NAGOOLE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Renewal,Payment Submitted - Pending Verification,ARATM-0404-2022-169,9/5/2022,12/1/2022
ASHANTI,ATWIMA MPONOA,DEBRA CAMP CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Renewal,Payment Submitted - Pending Verification,ARATM-0410-2022-144,8/12/2022,11/30/2023
ASHANTI,ATWIMA MPONOA,AHYIRESU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Renewal,Payment Submitted - Pending Verification,ARATM-0410-2022-143,8/12/2022,11/30/2022
CENTRAL,AAK,NKWANTANAN CHPS COMPOUND (AAK),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Upgrade,Payment Submitted - Pending Verification,CRAAK-0510-2022-116,9/2/2022,6/1/2023
CENTRAL,AAK,NEW EBU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Upgrade,Payment Submitted - Pending Verification,CRAAK-0510-2022-115,9/2/2022,7/1/2023
CENTRAL,AAK,ASOMDWEE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Upgrade,Payment Submitted - Pending Verification,CRAAK-0510-2022-113,9/1/2022,6/1/2024
ASHANTI,SUBIN SUB-METRO,BY GRACE MEDICAL CENTRE LTD,Clinic,Private,National Health Insurance Scheme (NHIS) Only,9/27/2022,New Application,Payment Submitted - Pending Verification,ARSSM-0206-2022-190,9/27/2022,
CENTRAL,AAK,PAPAGYA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Upgrade,Payment Submitted - Pending Verification,CRAAK-0510-2022-118,9/2/2022,6/1/2024
ASHANTI,ATWIMA MPONOA,GYERESO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Renewal,Payment Submitted - Pending Verification,ARATM-0404-2022-170,9/5/2022,12/1/2022
CENTRAL,AAK,AYELDU CHP ZONE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Upgrade,Payment Submitted - Pending Verification,CRAAK-0510-2022-117,9/2/2022,6/1/2024
CENTRAL,AAK,OBOHEN CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Upgrade,Payment Submitted - Pending Verification,CRAAK-0510-2022-120,9/6/2022,6/1/2024
CENTRAL,AAK,KWAMANKESE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,Upgrade,Payment Submitted - Pending Verification,CRAAK-0510-2022-125,9/13/2022,1/1/2023
UP_WEST,NADOWLI MHIS,CHAANGU CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/27/2022,New Application,Payment Submitted - Pending Verification,UWNAD-0210-2022-078,9/26/2022,
GT.ACCRA,GA,ACP CLINIC LIMITED-PHIS ONLY,Clinic with a specialist,Private,Private Health Insurance Scheme (PHIS) Only,9/28/2022,Renewal,Payment Submitted - Pending Verification,GAGAD-0415-2022-234,9/28/2022,11/30/2023
EASTERN,BIRIM NORTH DMHIS,"ST MICHAEL CLINIC AND MATERNITY HOME,",Health Center,Mission,National Health Insurance Scheme (NHIS) Only,9/28/2022,Renewal,Payment Submitted - Pending Verification,ERBRN-0404-2022-210,9/23/2022,11/30/2022
UP_WEST,WA WEST,METTEU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,Renewal,Payment Submitted - Pending Verification,UWWAW-0410-2022-034,6/27/2022,10/31/2022
UP_WEST,WA WEST,DALANTENG CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,New Application,Payment Submitted - Pending Verification,UWWAW-0210-2022-065,9/4/2022,
UP_WEST,WA WEST,WECHIAU-BOA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,New Application,Payment Submitted - Pending Verification,UWWAW-0210-2022-069,9/8/2022,
WESTERN,JOMORO MHIS,HALF ASSINI GOVENRMENT HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,Renewal,Payment Submitted - Pending Verification,WRJMR-0403-2022-127,9/19/2022,12/1/2022
WESTERN,TAKORADI MHIS,SAFE HANDS CLINIC AND MATERNITY HOME,Clinic with a specialist,Private,National Health Insurance Scheme (NHIS) Only,9/28/2022,Renewal,Payment Submitted - Pending Verification,WRTSM-0415-2022-129,9/23/2022,5/31/2023
UP_WEST,WA WEST,MAADUTENG CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,New Application,Payment Submitted - Pending Verification,UWWAW-0210-2022-067,9/7/2022,
ASHANTI,ASOKWA SUB-METRO,RODS AND CONES EYECARE SERVICES LTD,optometry centre,Private,Private Health Insurance Scheme (PHIS) Only,9/28/2022,Renewal,Payment Submitted - Pending Verification,ARASM-0421-2022-163,8/30/2022,8/31/2023
UP_WEST,WA WEST,GONGBILE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,New Application,Payment Submitted - Pending Verification,UWWAW-0210-2022-066,9/4/2022,
VOLTA,HO,NYIVE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,Renewal,Payment Submitted - Pending Verification,VRHOM-0404-2022-085,9/2/2022,11/1/2022
UP_WEST,WA WEST, BATUNUURYIRI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,New Application,Payment Submitted - Pending Verification,UWWAW-0210-2022-068,9/7/2022,
UP_WEST,WA WEST,GURUNGU HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,Renewal,Payment Submitted - Pending Verification,UWWAW-0410-2022-035,6/28/2022,6/30/2022
UP_WEST,WA WEST,PIISIE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,Renewal,Payment Submitted - Pending Verification,UWWAW-0410-2022-036,6/29/2022,10/31/2022
AHAFO,TANO NORTH HIS,YAMFO HEALTH CENTRE(TANO,Health Center,Public,National Health Insurance Scheme (NHIS) Only,9/28/2022,Renewal,Payment Submitted - Pending Verification,AFTAN-0404-2022-021,9/28/2022,11/30/2022
NORTHERN,YENDI DIST HIS,WALIYAPALA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/29/2022,New Application,Payment Submitted - Pending Verification,NRYEN-0210-2022-090,9/29/2022,
GT.ACCRA,LA SATELLITE,ADDISONS PHARMA,Pharmacy,Private,Private Health Insurance Scheme (PHIS) Only,9/29/2022,New Application,Payment Submitted - Pending Verification,GALAS-0211-2022-233,9/27/2022,
NORTHERN,YENDI DIST HIS,YEMAHAGU CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/29/2022,New Application,Payment Submitted - Pending Verification,NRYEN-0210-2022-089,9/28/2022,
NORTHERN,TOLON/KUMBUNGU,NYANKPALA HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/30/2022,Renewal,Payment Submitted - Pending Verification,NRTKB-0410-2022-087,9/21/2022,5/31/2022
NORTHERN,TOLON/KUMBUNGU,YOGGU CHPS ZONE - TOLON,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/30/2022,Renewal,Payment Submitted - Pending Verification,NRTKB-0410-2022-086,9/21/2022,6/30/2022
CENTRAL,MFANTSIMAN,EKRAWFO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,9/30/2022,Renewal,Payment Submitted - Pending Verification,CRMFM-0410-2022-132,9/26/2022,5/31/2022
ASHANTI,OBUASI MUNICIPAL HIS,ST ANTHONY CLINIC,CHPS Compound,Mission,National Health Insurance Scheme (NHIS) Only,9/30/2022,Upgrade,Payment Submitted - Pending Verification,AROBM-0510-2022-191,9/27/2022,5/31/2023
BONO_EAST,NKORANZA DIST.,AMOAKO MEDICAL CENTRE A,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,9/30/2022,New Application,Payment Submitted - Pending Verification,BENKZ-0203-2022-059,9/30/2022,
UP_WEST,WA MUNICIPAL,CHARIA HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,10/1/2022,Upgrade,Payment Submitted - Pending Verification,UWWAM-0504-2022-059,8/5/2022,11/30/2023
WESTERN,JOMORO MHIS,NZEMA BAPTIST HOSPITAL,Polyclinic,Mission,National Health Insurance Scheme (NHIS) Only,10/3/2022,Upgrade,Payment Submitted - Pending Verification,WRJMR-0519-2022-128,9/21/2022,5/31/2023
BONO_EAST,SENE,KOJOKROM HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,10/3/2022,Renewal,Payment Submitted - Pending Verification,BESNE-0404-2022-058,9/26/2022,12/1/2021
UP_EAST,BOLGA MHIS,AZOREBISI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/3/2022,Renewal,Payment Submitted - Pending Verification,UEBGT-0410-2022-028,6/13/2022,11/30/2021
NORTH_EAST,EAST MAMPRUSI DMHIS,"NALERIGU  COLLEGE OF HEALTH, HEALTH CENTRE",Health Center,Quasi-public,National Health Insurance Scheme (NHIS) Only,10/4/2022,New Application,Payment Submitted - Pending Verification,NEEMP-0204-2022-014,6/30/2022,
ASHANTI,SUBIN SUB-METRO,CITY HOSPITAL,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,10/4/2022,Renewal,Payment Submitted - Pending Verification,ARSSM-0403-2022-194,10/3/2022,11/30/2020
EASTERN,WEST AKIM,AKANTENG HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,10/4/2022,Upgrade,Payment Submitted - Pending Verification,ERWAK-0504-2022-209,9/20/2022,3/1/2023
ASHANTI,EJISU-JUABEN,EJISU GOVERNMENT HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,10/4/2022,Renewal,Payment Submitted - Pending Verification,AREJB-0403-2022-189,9/27/2022,8/31/2022
UP_WEST,WA MUNICIPAL,MEDZ HEALTH CENTER,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,10/4/2022,New Application,Payment Submitted - Pending Verification,UWWAM-0205-2022-077,9/16/2022,
BONO_EAST,NKORANZA DIST.,SIKAA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/5/2022,Additional service,Payment Submitted - Pending Verification,BENKZ-0310-2022-054,9/16/2022,11/30/2023
VOLTA,KETU NORTH,Adelakoekope CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/5/2022,New Application,Payment Submitted - Pending Verification,VRKNO-0210-2022-079,8/31/2022,
BONO_EAST,NKORANZA DIST.,ODUMASE COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/5/2022,New Application,Payment Submitted - Pending Verification,BENKZ-0210-2022-056,9/16/2022,
BONO_EAST,NKORANZA DIST.,SENYA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/5/2022,Additional service,Payment Submitted - Pending Verification,BENKZ-0310-2022-057,9/16/2022,6/1/2023
OTI,JASIKAN,OKAGYAKROM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/5/2022,New Application,Payment Submitted - Pending Verification,OTJSK-0210-2022-020,9/14/2022,
BONO,JAMAN NORTH HIS,KOKOA HEALTH CENTER,Health Center,Public,National Health Insurance Scheme (NHIS) Only,10/5/2022,Renewal,Payment Submitted - Pending Verification,BNJMN-0404-2022-069,10/4/2022,11/30/2022
UP_EAST,BONGO MHIS,ATAMPIISI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/6/2022,Upgrade,Payment Submitted - Pending Verification,UEBNG-0510-2022-069,9/23/2022,11/1/2023
UP_EAST,BONGO MHIS,BALUNGO-NAABIISI,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/6/2022,New Application,Payment Submitted - Pending Verification,UEBNG-0210-2022-068,9/22/2022,
